feedback_id,booking_id,customer_id,feedback_date,overall_satisfaction,seat_comfort,cabin_crew_service,food_quality,in_flight_entertainment,punctuality_score,nps_score,would_recommend
FB00016312,BK00016313,CUST000912,2023-06-03,3.8,3.6,3.8,3.4,3.2,5,5,0
FB00016313,BK00016314,CUST000913,2022-09-20,2.5,3.4,3.6,3.1,2.8,3.9,4,0
FB00016314,BK00016315,CUST000913,2022-09-09,2.8,2.8,3.9,3.3,2.9,4.7,6,0
FB00016315,BK00016316,CUST000913,2023-09-30,3.0,2.4,3.3,3.2,2.6,2.9,7,0
FB00016317,BK00016318,CUST000913,2023-09-19,2.4,3.2,2.8,4.0,2.4,2.5,4,0
FB00016319,BK00016320,CUST000913,2024-04-18,3.6,3.0,3.1,3.1,3.1,5,6,0
FB00016321,BK00016322,CUST000913,2023-01-13,2.9,3.7,3.2,2.8,3.1,4.3,5,0
FB00016324,BK00016325,CUST000914,2024-12-22,3.7,4.0,4.5,2.7,3.2,2.0,7,1
FB00016333,BK00016334,CUST000914,2024-08-05,4.3,4.0,3.6,3.1,2.8,4.4,6,1
FB00016338,BK00016339,CUST000914,2024-04-30,2.9,2.9,3.0,3.8,2.9,4.2,6,0
FB00016345,BK00016346,CUST000914,2023-02-19,2.9,2.5,2.9,3.4,2.7,4.4,6,0
FB00016352,BK00016353,CUST000914,2023-09-16,4.2,3.9,4.4,4.4,4.9,4.2,8,1
FB00016353,BK00016354,CUST000914,2023-07-08,3.4,4.5,4.5,4.3,4.7,2.4,8,1
FB00016358,BK00016359,CUST000915,2023-03-05,2.8,3.3,2.9,3.4,3.3,4.8,6,0
FB00016363,BK00016364,CUST000916,2022-02-06,3.2,3.2,2.9,2.7,3.0,4.3,5,0
FB00016364,BK00016365,CUST000916,2023-02-09,4.1,3.7,3.5,2.0,4.2,4.5,6,0
FB00016368,BK00016369,CUST000916,2023-11-24,4.0,3.5,4.7,3.8,3.9,4.6,9,1
FB00016371,BK00016372,CUST000916,2024-08-12,3.6,5,4.8,4.7,4.9,4.3,9,1
FB00016374,BK00016375,CUST000916,2023-10-15,3.5,3.0,4.2,2.7,3.3,4.2,7,0
FB00016376,BK00016377,CUST000916,2024-09-23,2.9,3.6,4.1,2.8,4.2,4.1,6,0
FB00016379,BK00016380,CUST000917,2023-02-11,3.9,4.5,4.0,3.4,3.3,4.9,6,1
FB00016386,BK00016387,CUST000917,2024-09-24,3.9,3.5,4.8,3.4,3.3,5,6,0
FB00016387,BK00016388,CUST000917,2023-02-17,3.5,3.0,3.3,1.6,2.5,4.5,6,0
FB00016389,BK00016390,CUST000917,2024-07-28,3.7,2.6,3.7,2.9,2.8,4.2,7,0
FB00016391,BK00016392,CUST000918,2024-03-16,4.0,2.8,3.2,3.0,2.9,4.8,9,0
FB00016392,BK00016393,CUST000918,2024-08-05,2.5,2.5,3.0,3.2,3.1,2.9,5,0
FB00016404,BK00016405,CUST000918,2024-12-23,2.7,3.5,2.9,3.5,3.3,4.0,5,0
FB00016410,BK00016411,CUST000919,2023-07-30,3.7,4.4,4.3,4.1,4.7,4.7,9,1
FB00016417,BK00016418,CUST000919,2023-04-13,4.4,3.3,4.0,4.3,4.3,4.2,9,1
FB00016419,BK00016420,CUST000919,2022-10-03,3.8,3.6,3.4,4.5,2.7,4.3,6,0
FB00016420,BK00016421,CUST000919,2023-12-09,4.7,4.9,5,4.6,4.9,4.3,7,1
FB00016426,BK00016427,CUST000919,2024-01-16,4.4,4.1,4.9,4.6,4.4,4.8,10,1
FB00016434,BK00016435,CUST000919,2024-09-16,4.5,3.2,4.5,4.8,3.8,4.3,8,1
FB00016443,BK00016444,CUST000919,2022-03-17,4.2,3.8,3.9,3.7,4.0,4.9,8,1
FB00016445,BK00016446,CUST000919,2022-07-15,3.5,3.3,3.6,3.8,2.9,2.3,7,1
FB00016447,BK00016448,CUST000919,2023-05-29,3.2,4.4,4.3,4.0,3.7,4.2,8,1
FB00016448,BK00016449,CUST000919,2024-03-27,4.2,5,4.9,4.6,4.2,4.2,9,1
FB00016450,BK00016451,CUST000919,2022-06-03,4.3,3.9,4.0,4.2,4.1,2.7,7,1
FB00016454,BK00016455,CUST000919,2022-12-10,5,3.5,4.7,4.4,4.0,3.9,8,1
FB00016455,BK00016456,CUST000919,2022-08-16,4.0,3.1,3.5,3.8,3.0,2.6,6,0
FB00016457,BK00016458,CUST000920,2023-02-05,2.9,3.5,4.5,3.0,3.1,4.6,6,0
FB00016463,BK00016464,CUST000920,2023-11-25,3.6,2.4,3.1,3.4,3.2,4.4,7,0
FB00016466,BK00016467,CUST000920,2023-10-02,3.0,3.1,3.0,3.6,2.2,4.0,6,1
FB00016469,BK00016470,CUST000921,2024-08-20,2.8,3.0,2.9,2.9,3.8,4.3,5,0
FB00016473,BK00016474,CUST000921,2022-07-15,2.5,3.9,1.6,1.2,3.1,2.2,6,0
FB00016476,BK00016477,CUST000921,2024-02-25,3.8,3.0,3.2,3.9,2.4,4.7,5,1
FB00016483,BK00016484,CUST000922,2023-02-13,4.8,4.2,5,5,3.9,4.6,8,1
FB00016485,BK00016486,CUST000922,2022-05-03,3.9,3.2,3.8,4.0,2.3,2.5,7,1
FB00016495,BK00016496,CUST000922,2023-11-21,4.2,4.2,4.6,4.0,4.7,4.8,10,1
FB00016501,BK00016502,CUST000922,2023-03-31,4.2,4.2,4.0,4.1,3.8,4.7,9,1
FB00016503,BK00016504,CUST000922,2024-02-06,4.9,4.6,4.5,4.0,5,5,9,1
FB00016506,BK00016507,CUST000922,2022-04-07,3.9,3.6,4.8,4.7,4.3,4.3,7,1
FB00016509,BK00016510,CUST000922,2022-09-27,4.3,4.9,4.0,4.3,4.4,4.9,9,1
FB00016510,BK00016511,CUST000922,2023-08-10,3.8,4.6,4.3,4.2,4.2,4.6,7,1
FB00016511,BK00016512,CUST000922,2022-08-29,5,4.2,4.4,4.3,4.3,4.7,7,1
FB00016512,BK00016513,CUST000922,2022-12-25,2.8,3.0,3.3,3.1,1.8,2.2,5,0
FB00016517,BK00016518,CUST000922,2024-08-14,3.9,2.8,5,4.7,3.3,4.5,8,1
FB00016520,BK00016521,CUST000922,2024-01-06,3.9,4.0,4.0,3.2,3.4,4.5,8,1
FB00016521,BK00016522,CUST000922,2023-06-25,4.6,4.4,4.2,4.2,3.3,4.1,5,1
FB00016524,BK00016525,CUST000923,2024-09-24,2.8,2.7,3.3,3.9,3.1,4.6,7,0
FB00016527,BK00016528,CUST000923,2024-04-21,2.3,1.9,3.4,2.0,1.9,2.3,4,0
FB00016528,BK00016529,CUST000924,2024-06-24,2.7,3.7,3.1,3.1,2.7,5,5,0
FB00016536,BK00016537,CUST000924,2023-09-18,4.6,4.1,4.6,3.9,4.4,4.6,9,1
FB00016539,BK00016540,CUST000924,2022-11-08,3.2,3.8,2.8,2.6,3.0,4.6,5,0
FB00016540,BK00016541,CUST000924,2024-08-03,2.8,2.8,2.8,1.8,2.6,2.0,4,0
FB00016542,BK00016543,CUST000925,2024-07-02,3.6,2.3,3.6,3.6,3.7,4.4,5,1
FB00016544,BK00016545,CUST000925,2024-11-08,3.5,3.0,3.8,1.8,2.4,4.1,7,0
FB00016545,BK00016546,CUST000926,2023-02-21,3.8,3.6,3.6,4.0,4.4,5,8,1
FB00016546,BK00016547,CUST000926,2022-09-12,5,4.2,4.1,4.0,4.0,4.0,9,1
FB00016554,BK00016555,CUST000926,2024-08-02,4.1,4.0,4.3,5,4.2,3.8,9,1
FB00016556,BK00016557,CUST000926,2024-09-10,4.6,4.3,4.7,5,3.4,4.5,9,1
FB00016562,BK00016563,CUST000926,2023-02-27,5,5,4.4,4.8,4.4,4.6,9,1
FB00016568,BK00016569,CUST000926,2023-05-10,3.2,3.6,3.5,4.4,3.6,4.7,6,0
FB00016569,BK00016570,CUST000926,2024-05-26,2.6,2.9,3.1,2.9,4.0,4.6,6,0
FB00016571,BK00016572,CUST000926,2022-07-11,4.6,4.3,3.3,4.0,4.1,4.2,8,1
FB00016572,BK00016573,CUST000926,2022-08-09,2.9,3.1,4.1,2.5,2.5,2.4,6,0
FB00016576,BK00016577,CUST000926,2023-08-13,5,4.4,4.5,4.9,3.2,4.6,10,1
FB00016580,BK00016581,CUST000926,2023-06-20,4.5,3.8,4.1,4.2,3.5,4.4,9,1
FB00016584,BK00016585,CUST000926,2023-01-19,5,4.6,4.4,4.5,4.2,4.9,7,1
FB00016587,BK00016588,CUST000926,2023-04-19,3.7,3.1,3.1,3.4,3.0,4.4,7,0
FB00016588,BK00016589,CUST000926,2024-08-22,2.7,3.3,3.6,2.9,4.1,2.7,7,1
FB00016591,BK00016592,CUST000926,2023-11-18,4.2,4.8,4.3,4.1,3.7,4.6,8,1
FB00016595,BK00016596,CUST000926,2023-03-13,4.0,5,4.3,3.5,3.0,4.9,9,1
FB00016598,BK00016599,CUST000926,2023-05-05,4.4,3.4,4.7,4.0,2.8,4.8,10,1
FB00016599,BK00016600,CUST000926,2022-02-16,3.5,3.9,4.0,3.2,3.6,4.7,5,0
FB00016607,BK00016608,CUST000926,2024-02-20,4.2,4.1,4.6,4.0,3.8,4.7,10,1
FB00016608,BK00016609,CUST000926,2022-11-24,4.5,4.9,4.9,4.3,3.6,4.5,8,1
FB00016610,BK00016611,CUST000926,2024-12-09,2.9,3.7,3.9,2.9,3.5,4.5,6,1
FB00016612,BK00016613,CUST000926,2024-11-07,4.9,4.9,4.1,4.1,4.3,4.8,8,1
FB00016621,BK00016622,CUST000927,2023-08-05,3.5,3.9,3.4,4.6,4.3,2.7,8,1
FB00016627,BK00016628,CUST000927,2024-06-16,3.0,3.1,3.9,3.3,2.8,4.0,5,0
FB00016629,BK00016630,CUST000927,2022-08-24,4.4,5,4.1,2.7,3.7,2.4,8,1
FB00016634,BK00016635,CUST000927,2024-03-12,4.8,5,4.6,4.3,3.8,4.0,9,1
FB00016635,BK00016636,CUST000928,2022-01-28,3.7,3.9,3.3,3.1,3.3,4.4,7,0
FB00016636,BK00016637,CUST000928,2024-11-09,3.2,3.8,3.8,3.2,4.2,2.2,8,1
FB00016638,BK00016639,CUST000928,2024-01-10,4.0,4.0,4.2,4.7,4.3,4.7,8,1
FB00016641,BK00016642,CUST000928,2023-11-24,3.3,2.6,2.7,3.0,2.6,4.6,7,0
FB00016643,BK00016644,CUST000928,2023-12-28,2.1,3.9,4.1,3.1,3.1,4.3,8,0
FB00016646,BK00016647,CUST000928,2023-10-25,3.6,5,4.9,4.5,4.4,4.4,6,1
FB00016649,BK00016650,CUST000928,2023-11-07,4.8,4.0,4.4,3.9,4.6,4.6,9,1
FB00016658,BK00016659,CUST000928,2022-01-23,3.1,4.2,3.7,3.9,3.5,2.4,6,1
FB00016661,BK00016662,CUST000928,2024-11-12,3.5,2.6,3.5,3.6,2.9,4.4,8,0
FB00016665,BK00016666,CUST000929,2023-04-21,3.2,2.7,4.3,3.3,3.1,4.5,7,1
FB00016666,BK00016667,CUST000929,2023-06-24,3.0,2.9,3.2,2.8,2.8,4.4,4,0
FB00016667,BK00016668,CUST000929,2022-07-03,3.0,2.7,2.8,1.7,3.0,2.9,5,0
FB00016671,BK00016672,CUST000929,2024-03-14,2.6,3.4,3.7,3.5,3.1,4.3,4,0
FB00016672,BK00016673,CUST000929,2022-06-01,3.5,3.9,3.5,2.9,3.6,5,4,0
FB00016673,BK00016674,CUST000929,2023-01-31,3.4,3.6,2.8,3.2,3.3,4.0,5,0
FB00016674,BK00016675,CUST000930,2024-07-18,3.6,4.9,4.4,3.8,3.9,5,8,1
FB00016675,BK00016676,CUST000930,2022-11-05,2.7,2.7,3.5,2.6,3.0,2.6,6,0
FB00016677,BK00016678,CUST000930,2023-12-01,4.5,5,5,4.7,4.8,4.4,9,1
FB00016678,BK00016679,CUST000930,2023-10-25,3.5,4.3,4.3,4.4,3.9,4.4,6,1
FB00016684,BK00016685,CUST000930,2023-05-09,4.4,3.9,4.1,3.1,4.4,2.5,7,1
FB00016685,BK00016686,CUST000930,2023-10-22,4.4,3.9,3.2,3.1,4.0,4.6,8,1
FB00016687,BK00016688,CUST000930,2022-08-23,3.7,3.2,4.4,3.7,3.9,4.9,7,0
FB00016689,BK00016690,CUST000930,2024-11-09,3.9,4.1,4.7,3.9,3.9,4.8,9,1
FB00016690,BK00016691,CUST000930,2022-10-22,3.6,2.4,4.2,4.3,3.0,1.9,7,1
FB00016694,BK00016695,CUST000930,2024-10-16,4.2,3.8,5,4.0,4.1,4.2,6,1
FB00016696,BK00016697,CUST000930,2024-01-12,3.7,3.8,3.6,2.5,3.2,4.3,8,0
FB00016697,BK00016698,CUST000930,2024-07-20,4.1,3.3,4.1,3.5,3.8,2.0,5,1
FB00016698,BK00016699,CUST000930,2022-03-27,3.2,3.1,3.5,2.8,3.0,4.7,6,0
FB00016701,BK00016702,CUST000930,2022-12-11,4.3,4.5,4.8,3.8,4.5,4.9,10,1
FB00016708,BK00016709,CUST000930,2022-11-20,4.5,4.4,4.9,4.4,4.0,4.4,10,1
FB00016709,BK00016710,CUST000930,2024-07-01,3.8,3.8,3.9,3.5,2.9,4.6,7,0
FB00016715,BK00016716,CUST000931,2022-10-20,3.0,1.4,3.4,2.4,1.5,3.0,6,0
FB00016716,BK00016717,CUST000932,2023-08-07,2.3,3.0,4.3,3.1,3.6,4.8,7,0
FB00016717,BK00016718,CUST000932,2024-03-04,3.6,3.2,3.9,2.7,1.7,4.6,5,0
FB00016720,BK00016721,CUST000932,2023-11-07,2.7,3.2,3.7,2.9,2.7,4.5,7,0
FB00016723,BK00016724,CUST000932,2023-11-16,4.3,3.7,3.6,3.4,3.0,4.5,7,0
FB00016725,BK00016726,CUST000932,2023-05-16,3.3,3.1,2.5,3.0,3.0,2.2,4,0
FB00016730,BK00016731,CUST000933,2023-08-01,3.1,3.6,3.0,2.6,3.3,2.7,5,0
FB00016731,BK00016732,CUST000933,2023-03-29,3.2,3.2,3.7,3.9,3.6,4.7,7,1
FB00016735,BK00016736,CUST000934,2023-01-28,2.9,3.1,3.5,3.6,2.5,2.6,4,0
FB00016736,BK00016737,CUST000934,2023-07-01,4.0,3.3,4.3,3.6,3.0,4.9,6,0
FB00016737,BK00016738,CUST000934,2023-11-29,4.3,3.3,3.4,3.1,3.7,4.4,6,0
FB00016739,BK00016740,CUST000934,2023-02-26,4.2,3.3,3.5,2.3,2.6,4.2,5,0
FB00016740,BK00016741,CUST000934,2023-09-12,4.4,3.8,3.7,3.3,4.2,2.2,8,1
FB00016744,BK00016745,CUST000934,2024-04-25,3.9,3.9,5,3.9,3.5,4.1,9,1
FB00016746,BK00016747,CUST000934,2023-06-22,4.5,4.4,4.5,3.5,4.2,4.8,9,1
FB00016752,BK00016753,CUST000934,2024-05-05,4.0,3.7,4.8,3.5,3.2,4.1,10,1
FB00016760,BK00016761,CUST000935,2022-11-09,4.0,3.6,3.8,4.4,4.3,4.3,8,1
FB00016761,BK00016762,CUST000935,2024-02-15,4.6,4.3,4.8,2.9,3.9,3.6,8,1
FB00016768,BK00016769,CUST000935,2022-07-09,4.3,3.7,4.4,4.3,4.5,4.5,8,1
FB00016774,BK00016775,CUST000935,2024-05-31,5,5,5,4.5,4.1,4.2,8,1
FB00016782,BK00016783,CUST000935,2024-05-21,3.4,3.4,2.8,3.2,2.8,2.6,7,0
FB00016783,BK00016784,CUST000935,2022-02-01,4.8,5,5,3.8,4.5,4.4,8,1
FB00016795,BK00016796,CUST000935,2024-03-30,2.9,3.5,3.4,2.0,2.1,2.6,4,0
FB00016802,BK00016803,CUST000935,2023-03-26,3.9,4.0,3.7,3.3,3.4,2.0,7,1
FB00016806,BK00016807,CUST000935,2023-07-18,4.7,4.4,4.6,3.6,3.7,4.3,9,1
FB00016810,BK00016811,CUST000935,2022-04-10,4.0,4.0,5,3.6,3.9,4.2,8,1
FB00016812,BK00016813,CUST000935,2022-04-18,4.2,2.9,2.7,3.3,4.4,4.8,8,1
FB00016816,BK00016817,CUST000935,2022-06-26,3.9,3.9,4.3,4.0,3.6,4.4,9,1
FB00016820,BK00016821,CUST000936,2023-02-05,4.6,4.9,4.3,3.0,3.4,2.3,8,1
FB00016823,BK00016824,CUST000936,2024-11-06,3.5,3.2,2.2,2.8,2.7,2.3,6,0
FB00016824,BK00016825,CUST000936,2024-01-17,4.3,3.7,3.1,3.5,3.1,4.3,7,0
FB00016825,BK00016826,CUST000936,2023-01-27,3.6,3.3,3.2,2.6,3.2,4.5,6,0
FB00016827,BK00016828,CUST000936,2024-05-18,3.9,5,3.9,4.2,4.1,4.4,9,1
FB00016830,BK00016831,CUST000936,2022-01-23,3.0,2.3,3.7,1.9,3.5,1.9,6,0
FB00016831,BK00016832,CUST000936,2023-06-02,3.3,2.9,3.4,2.9,3.0,4.6,5,0
FB00016832,BK00016833,CUST000936,2022-02-17,4.5,4.7,3.5,4.6,3.4,4.3,7,1
FB00016834,BK00016835,CUST000936,2022-07-15,5,4.3,3.7,3.9,2.9,4.4,9,1
FB00016835,BK00016836,CUST000936,2024-04-15,3.8,3.6,4.8,4.0,4.1,4.8,8,1
FB00016838,BK00016839,CUST000936,2024-04-19,3.9,4.3,5,4.1,4.9,4.1,10,1
FB00016842,BK00016843,CUST000936,2022-08-09,3.9,3.5,4.5,3.8,3.3,4.5,8,1
FB00016847,BK00016848,CUST000937,2022-08-13,2.1,3.5,4.2,3.0,3.3,4.4,7,1
FB00016848,BK00016849,CUST000937,2023-02-24,2.9,3.6,3.0,1.8,3.0,2.2,4,0
FB00016852,BK00016853,CUST000937,2022-09-13,2.0,2.3,2.9,2.3,1.6,2.9,6,0
FB00016856,BK00016857,CUST000937,2022-01-27,4.2,3.8,3.8,3.9,4.0,4.5,9,1
FB00016859,BK00016860,CUST000937,2022-05-11,3.3,3.6,3.9,3.7,2.9,4.9,3,0
FB00016860,BK00016861,CUST000938,2023-01-24,4.8,3.0,4.3,4.4,3.7,4.3,8,1
FB00016861,BK00016862,CUST000938,2022-09-21,3.8,2.9,3.2,3.5,2.6,2.5,5,0
FB00016869,BK00016870,CUST000938,2022-06-11,3.3,4.5,4.5,5,3.8,4.7,9,1
FB00016870,BK00016871,CUST000938,2022-04-22,2.4,3.6,3.4,2.7,3.0,4.8,8,0
FB00016872,BK00016873,CUST000938,2024-10-20,4.6,3.7,4.0,4.0,3.4,4.2,7,1
FB00016874,BK00016875,CUST000938,2023-05-26,4.1,4.4,5,4.3,3.8,4.0,8,1
FB00016875,BK00016876,CUST000938,2024-09-05,3.0,3.1,3.1,4.9,2.3,2.9,6,0
FB00016881,BK00016882,CUST000938,2023-07-19,5,4.4,5,4.0,4.9,4.2,10,1
FB00016893,BK00016894,CUST000938,2023-06-06,4.4,4.5,4.2,4.6,3.3,4.6,7,1
FB00016894,BK00016895,CUST000938,2023-02-25,4.6,3.5,4.7,5,5,3.7,9,1
FB00016897,BK00016898,CUST000938,2022-02-06,3.9,4.5,4.7,4.3,3.9,4.3,8,1
FB00016901,BK00016902,CUST000938,2023-02-15,3.8,4.4,4.9,4.0,3.5,4.7,9,1
FB00016903,BK00016904,CUST000938,2023-01-31,5,4.8,5,4.3,4.3,4.4,8,1
FB00016906,BK00016907,CUST000938,2023-05-08,3.7,5,5,4.4,4.6,4.1,8,1
FB00016907,BK00016908,CUST000938,2023-06-01,3.3,2.9,3.3,3.7,2.4,2.5,6,0
FB00016911,BK00016912,CUST000939,2024-04-04,2.7,2.5,3.2,2.5,3.1,2.8,4,0
FB00016913,BK00016914,CUST000939,2023-02-24,3.6,2.9,3.0,4.1,3.3,4.8,5,0
FB00016914,BK00016915,CUST000939,2022-12-17,3.3,3.1,2.0,3.0,3.6,4.2,8,1
FB00016915,BK00016916,CUST000939,2023-01-14,2.8,2.4,2.8,3.2,1.9,2.9,6,0
FB00016916,BK00016917,CUST000939,2022-08-22,3.8,4.4,4.1,2.6,4.4,2.7,6,1
FB00016921,BK00016922,CUST000939,2024-02-18,3.3,2.9,3.6,3.2,3.4,2.3,6,0
FB00016930,BK00016931,CUST000940,2024-05-26,4.1,4.7,3.0,3.9,3.3,4.8,7,1
FB00016931,BK00016932,CUST000940,2024-05-15,2.2,2.2,2.8,2.6,1.7,2.5,4,0
FB00016932,BK00016933,CUST000940,2023-12-26,4.3,2.9,3.6,3.6,3.6,4.7,8,0
FB00016935,BK00016936,CUST000940,2024-05-18,4.7,3.7,4.0,4.2,3.9,4.6,9,1
FB00016950,BK00016951,CUST000941,2023-07-06,3.8,3.7,3.0,4.4,3.1,4.3,6,1
FB00016953,BK00016954,CUST000941,2022-04-15,4.9,2.9,4.8,3.6,4.0,4.6,8,1
FB00016954,BK00016955,CUST000941,2023-02-04,3.3,3.1,3.4,3.1,3.3,4.8,6,0
FB00016955,BK00016956,CUST000941,2024-06-05,3.7,4.5,5,4.2,4.0,4.0,6,1
FB00016959,BK00016960,CUST000941,2023-10-22,3.4,4.3,5,4.6,4.4,4.6,7,1
FB00016970,BK00016971,CUST000942,2023-04-14,3.1,4.0,3.8,3.6,3.7,2.2,6,1
FB00016972,BK00016973,CUST000942,2022-09-07,3.3,1.9,2.4,3.1,2.8,4.8,9,0
FB00016980,BK00016981,CUST000943,2024-07-30,4.4,4.1,3.7,4.6,3.6,4.0,8,1
FB00016981,BK00016982,CUST000943,2024-05-07,5,4.6,4.1,3.0,4.3,4.3,9,1
FB00016983,BK00016984,CUST000943,2022-05-26,2.7,2.7,3.5,3.2,2.9,4.8,4,0
FB00016986,BK00016987,CUST000943,2024-09-24,4.2,3.9,3.8,3.4,3.3,4.7,6,1
FB00016988,BK00016989,CUST000943,2023-11-13,5,3.4,4.6,4.2,4.1,4.6,9,1
FB00016999,BK00017000,CUST000943,2023-01-17,4.6,4.6,4.7,3.4,3.5,4.3,7,1
FB00017000,BK00017001,CUST000943,2023-07-23,2.5,2.9,2.8,3.7,2.4,2.6,4,0
FB00017014,BK00017015,CUST000945,2024-02-08,3.0,3.8,2.9,3.4,2.8,2.7,7,1
FB00017017,BK00017018,CUST000945,2023-04-21,3.0,4.0,3.3,2.8,3.3,4.9,5,0
FB00017025,BK00017026,CUST000945,2022-01-03,3.0,4.9,5,4.2,4.7,5,8,1
FB00017027,BK00017028,CUST000945,2024-03-06,3.3,4.0,4.2,4.4,4.3,3.1,6,1
FB00017030,BK00017031,CUST000946,2023-04-14,3.3,3.6,3.5,3.9,3.5,4.9,7,1
FB00017034,BK00017035,CUST000946,2022-02-09,3.8,3.9,3.6,3.1,3.0,5,7,1
FB00017037,BK00017038,CUST000946,2023-10-24,2.8,4.0,3.4,2.6,3.4,5,7,1
FB00017039,BK00017040,CUST000946,2024-09-03,5,5,4.0,3.6,4.3,4.4,8,1
FB00017042,BK00017043,CUST000946,2022-01-07,3.2,3.6,4.0,3.9,4.0,4.6,7,1
FB00017043,BK00017044,CUST000946,2024-12-17,3.8,3.8,4.2,3.1,2.4,4.7,6,1
FB00017053,BK00017054,CUST000946,2023-07-21,3.3,2.6,3.1,1.8,1.4,2.1,5,0
FB00017057,BK00017058,CUST000946,2023-07-25,4.5,5,4.5,4.7,4.0,4.6,9,1
FB00017063,BK00017064,CUST000947,2024-12-24,3.5,3.8,4.1,4.6,3.5,4.6,8,1
FB00017065,BK00017066,CUST000947,2023-12-11,4.1,3.1,3.6,4.0,3.5,5,6,1
FB00017068,BK00017069,CUST000947,2023-11-13,4.1,3.5,4.8,4.0,3.7,4.0,9,1
FB00017071,BK00017072,CUST000947,2023-12-21,3.5,5,3.6,2.6,2.3,4.1,6,0
FB00017074,BK00017075,CUST000947,2022-01-23,3.9,4.6,4.9,4.0,4.2,4.2,9,1
FB00017078,BK00017079,CUST000947,2022-08-01,4.7,2.7,3.6,3.4,2.8,4.3,6,1
FB00017080,BK00017081,CUST000948,2022-02-23,2.2,2.9,3.0,3.7,2.6,4.5,5,0
FB00017082,BK00017083,CUST000948,2022-02-11,3.7,3.1,3.2,3.5,2.9,4.5,6,0
FB00017083,BK00017084,CUST000948,2023-03-13,3.7,3.0,3.6,2.6,2.3,4.6,6,0
FB00017086,BK00017087,CUST000949,2023-07-09,3.2,3.9,4.0,3.3,4.0,4.4,8,1
FB00017089,BK00017090,CUST000949,2024-12-01,4.4,4.3,3.4,3.7,3.8,3.8,9,1
FB00017090,BK00017091,CUST000949,2024-09-09,3.1,3.1,3.5,2.4,3.8,4.4,6,0
FB00017095,BK00017096,CUST000949,2024-07-10,4.2,3.7,5,4.6,4.4,4.7,9,1
FB00017097,BK00017098,CUST000949,2022-03-06,4.3,4.4,4.2,4.2,3.0,4.7,9,1
FB00017101,BK00017102,CUST000949,2024-12-28,4.2,4.3,3.7,4.5,5,4.4,8,1
FB00017102,BK00017103,CUST000949,2023-12-19,4.9,4.7,4.5,4.0,3.9,4.3,8,1
FB00017105,BK00017106,CUST000950,2024-02-23,2.4,2.9,4.3,3.2,2.7,5,4,0
FB00017117,BK00017118,CUST000951,2024-06-02,2.6,3.5,2.9,3.1,4.1,4.9,5,0
FB00017127,BK00017128,CUST000952,2023-08-18,4.0,4.2,4.5,4.0,3.8,4.2,8,1
FB00017128,BK00017129,CUST000952,2024-02-14,4.3,3.0,3.6,3.8,2.3,4.8,7,1
FB00017131,BK00017132,CUST000952,2023-01-17,3.4,3.2,3.3,2.8,4.2,5,4,0
FB00017132,BK00017133,CUST000952,2024-12-18,3.5,3.6,3.6,3.3,2.6,4.6,5,0
FB00017138,BK00017139,CUST000952,2023-06-05,3.3,2.9,2.6,2.6,2.7,2.2,6,0
FB00017141,BK00017142,CUST000952,2022-11-25,2.6,3.1,2.6,2.6,1.6,2.5,4,0
FB00017143,BK00017144,CUST000952,2022-12-06,3.5,4.3,4.5,3.3,4.7,4.6,8,1
FB00017144,BK00017145,CUST000953,2023-05-16,3.9,3.7,3.3,3.0,2.6,4.7,6,0
FB00017145,BK00017146,CUST000953,2024-12-15,2.5,3.0,3.4,2.9,3.7,4.6,3,0
FB00017149,BK00017150,CUST000953,2024-05-09,3.6,3.3,3.5,4.0,2.8,3.6,5,0
FB00017153,BK00017154,CUST000954,2022-04-03,3.6,4.1,3.7,3.3,2.4,4.7,8,1
FB00017154,BK00017155,CUST000954,2023-02-06,2.8,2.4,4.0,3.2,3.3,4.3,6,0
FB00017156,BK00017157,CUST000954,2023-10-17,3.1,3.0,3.4,3.5,3.3,4.8,8,0
FB00017163,BK00017164,CUST000955,2022-08-19,3.4,3.5,3.3,3.3,3.7,2.4,9,1
FB00017166,BK00017167,CUST000955,2022-07-16,4.4,3.7,3.7,3.6,3.3,4.8,7,1
FB00017169,BK00017170,CUST000956,2023-10-15,3.3,2.4,3.7,2.9,2.8,4.7,5,0
FB00017178,BK00017179,CUST000958,2023-01-29,2.3,2.9,3.8,2.6,2.9,4.3,5,0
FB00017179,BK00017180,CUST000958,2022-03-02,3.4,2.4,4.1,3.6,2.7,4.6,6,0
FB00017182,BK00017183,CUST000958,2022-02-06,1.8,3.5,3.2,2.7,2.9,4.6,7,0
FB00017184,BK00017185,CUST000958,2022-03-02,2.0,2.0,3.0,1.8,2.5,2.4,4,0
FB00017187,BK00017188,CUST000959,2024-07-29,2.3,2.9,2.9,2.7,3.2,2.7,7,0
FB00017188,BK00017189,CUST000959,2024-12-27,3.0,3.2,3.3,2.6,2.8,2.1,6,0
FB00017194,BK00017195,CUST000959,2022-08-21,3.2,3.8,3.0,2.9,3.2,2.3,7,0
FB00017196,BK00017197,CUST000959,2024-03-10,2.6,2.8,3.6,2.5,3.1,4.4,6,0
FB00017203,BK00017204,CUST000959,2022-08-10,2.9,3.2,3.0,3.2,3.2,2.4,7,0
FB00017208,BK00017209,CUST000959,2024-02-12,4.5,4.0,3.8,4.1,4.3,3.9,9,1
FB00017221,BK00017222,CUST000959,2024-05-21,3.1,4.5,3.5,4.2,4.3,4.4,8,1
