booking_id,customer_id,booking_date,flight_date,origin_airport,destination_airport,airline,cabin_class,base_fare_inr,ancillary_spend_inr,total_spend_inr,miles_earned,travel_purpose,booking_lead_days,flight_on_time
BK00018430,CUST001038,2023-06-08,2023-07-09,BKK,CCU,Lufthansa,Economy,21785.26,837.46,22622.719999999998,2500,Medical,31,1
BK00018431,CUST001038,2023-11-04,2023-11-11,DEL,BLR,Lufthansa,Business,188946.54,7169.07,196115.61000000002,17426,Family Visit,7,1
BK00018432,CUST001038,2023-08-04,2023-10-28,DEL,JFK,Etihad,Economy,29920.86,444.57,30365.43,2964,Leisure,85,1
BK00018433,CUST001038,2024-07-02,2024-08-23,LHR,DXB,SingaporeAir,Economy,32554.01,1406.79,33960.799999999996,2983,Leisure,52,1
BK00018434,CUST001038,2022-11-19,2022-12-08,BOM,DEL,AirIndia,First,381549.0,1930.15,383479.15,34766,Leisure,19,1
BK00018435,CUST001038,2023-03-27,2023-09-16,DXB,LHR,IndiGo,Business,151745.91,16466.38,168212.29,17455,Leisure,173,0
BK00018436,CUST001038,2022-04-06,2022-08-04,NRT,SIN,IndiGo,Economy,10169.11,271.53,10440.640000000001,882,Business,120,1
BK00018437,CUST001038,2023-03-05,2023-04-09,BKK,CCU,AirIndia,Premium Economy,53619.78,3202.61,56822.39,5217,Family Visit,35,1
BK00018438,CUST001038,2023-09-23,2023-09-24,NRT,DEL,AirIndia,Economy,30453.61,3737.86,34191.47,3219,Leisure,1,1
BK00018439,CUST001038,2022-02-13,2022-04-11,DEL,NRT,Lufthansa,Business,133010.18,18943.84,151954.02,11104,Leisure,57,1
BK00018440,CUST001039,2022-11-25,2023-02-14,SIN,DEL,Etihad,Economy,27498.39,3371.98,30870.37,2942,Business,81,1
BK00018441,CUST001039,2022-01-01,2022-01-29,DEL,BLR,Lufthansa,Economy,30144.36,1173.18,31317.54,2795,Business,136,1
BK00018442,CUST001039,2022-01-18,2022-06-09,DEL,SIN,Lufthansa,Economy,33905.03,4348.58,38253.61,2808,Business,142,1
BK00018443,CUST001040,2022-01-01,2022-05-21,LHR,JFK,Emirates,Economy,29989.1,823.2,30812.3,2555,Leisure,149,1
BK00018444,CUST001040,2022-02-13,2022-07-12,CDG,DEL,Lufthansa,Economy,11851.7,1477.01,13328.710000000001,1086,Business,149,1
BK00018445,CUST001040,2022-02-05,2022-07-27,LHR,BOM,Emirates,Economy,30381.29,1710.04,32091.33,3608,Business,172,1
BK00018446,CUST001040,2024-08-05,2024-11-07,NRT,SIN,Lufthansa,Economy,29873.38,3598.5,33471.880000000005,3383,Business,94,1
BK00018447,CUST001040,2022-11-22,2023-05-11,DXB,BOM,AirIndia,Premium Economy,54122.57,6942.61,61065.18,6362,Leisure,170,0
BK00018448,CUST001040,2022-09-27,2022-12-20,CCU,BKK,Etihad,Economy,16885.1,113.27,16998.37,1847,Leisure,84,1
BK00018449,CUST001041,2022-01-01,2022-02-20,BOM,JFK,AirIndia,Economy,13203.27,1065.35,14268.62,1201,Leisure,129,0
BK00018450,CUST001041,2022-01-01,2022-04-09,BOM,LHR,SingaporeAir,Premium Economy,35632.34,983.88,36616.219999999994,3515,Education,125,1
BK00018451,CUST001041,2023-03-12,2023-06-20,SIN,DEL,Emirates,Premium Economy,53424.06,4244.25,57668.31,4353,Leisure,100,1
BK00018452,CUST001041,2024-08-10,2024-10-28,BOM,DXB,Emirates,Economy,17055.41,1978.11,19033.52,1430,Leisure,79,1
BK00018453,CUST001041,2022-09-19,2022-10-02,SYD,SIN,Emirates,Economy,15307.1,844.09,16151.19,1603,Leisure,13,1
BK00018454,CUST001041,2024-04-25,2024-07-19,BOM,JFK,SingaporeAir,Economy,11705.82,252.07,11957.89,1053,Education,85,1
BK00018455,CUST001041,2024-06-13,2024-09-25,BLR,DEL,SingaporeAir,Economy,15498.43,1728.78,17227.21,1519,Education,104,1
BK00018456,CUST001041,2022-11-15,2022-12-13,DEL,NRT,Lufthansa,Economy,28689.85,1279.98,29969.829999999998,3305,Business,28,1
BK00018457,CUST001041,2022-10-15,2023-02-13,BLR,DEL,SingaporeAir,Economy,10599.85,1406.42,12006.27,1142,Business,121,1
BK00018458,CUST001041,2022-09-06,2022-10-04,DXB,LHR,Lufthansa,Economy,28196.84,1194.27,29391.11,2643,Leisure,28,1
BK00018459,CUST001041,2024-01-21,2024-04-06,SIN,DEL,IndiGo,Economy,13766.95,1089.33,14856.28,1459,Education,76,1
BK00018460,CUST001042,2022-01-01,2022-06-04,LHR,DEL,Etihad,Economy,10739.02,242.62,10981.640000000001,1245,Leisure,159,1
BK00018461,CUST001042,2023-04-29,2023-08-14,BLR,SIN,Etihad,Business,76416.93,2334.08,78751.01,8601,Business,107,0
BK00018462,CUST001042,2023-07-22,2023-12-10,BKK,CCU,SingaporeAir,Economy,17865.02,2291.02,20156.04,1474,Business,141,1
BK00018463,CUST001042,2023-04-19,2023-06-21,SIN,BLR,Vistara,Business,75848.26,184.58,76032.84,6353,Leisure,63,1
BK00018464,CUST001042,2023-11-24,2023-12-09,LHR,BOM,SingaporeAir,Premium Economy,46931.6,4527.02,51458.619999999995,5166,Business,15,0
BK00018465,CUST001042,2022-06-28,2022-07-20,BOM,JFK,SingaporeAir,Business,92827.63,2497.28,95324.91,8285,Education,22,1
BK00018466,CUST001042,2022-01-01,2022-03-23,JFK,LHR,SingaporeAir,Business,88048.87,9332.79,97381.66,8956,Education,169,0
BK00018467,CUST001042,2022-11-23,2023-03-25,BOM,DXB,SingaporeAir,Premium Economy,70609.67,4975.97,75585.64,8256,Business,122,1
BK00018468,CUST001042,2024-06-06,2024-08-10,BLR,DEL,Vistara,First,459111.14,5820.89,464932.03,54731,Medical,65,1
BK00018469,CUST001042,2023-10-04,2024-03-13,BOM,JFK,Etihad,Business,133977.64,16771.55,150749.19,14039,Business,161,1
BK00018470,CUST001042,2023-02-27,2023-06-26,BLR,DEL,AirIndia,Business,89418.87,4961.48,94380.34999999999,9135,Leisure,119,1
BK00018471,CUST001042,2022-06-24,2022-12-12,LHR,DXB,Etihad,Business,196275.58,21897.57,218173.15,18061,Leisure,171,1
BK00018472,CUST001042,2023-02-11,2023-03-18,LHR,DXB,SingaporeAir,Business,189893.62,13866.12,203759.74,16015,Leisure,35,0
BK00018473,CUST001042,2024-03-13,2024-04-26,CCU,BKK,SingaporeAir,Economy,23844.51,625.4,24469.91,2286,Leisure,44,1
BK00018474,CUST001042,2023-05-09,2023-06-07,BKK,CCU,AirIndia,Business,158448.16,21398.84,179847.0,12740,Business,29,1
BK00018475,CUST001042,2024-02-17,2024-07-27,NRT,DEL,Emirates,Premium Economy,66811.49,8116.34,74927.83,7118,Business,161,1
BK00018476,CUST001042,2023-09-26,2024-01-15,BLR,SIN,Vistara,Premium Economy,67190.99,3084.68,70275.67,5507,Business,111,1
BK00018477,CUST001042,2022-01-01,2022-03-13,JFK,BOM,Lufthansa,Premium Economy,65474.22,8345.65,73819.87,5631,Leisure,157,1
BK00018478,CUST001042,2022-01-01,2022-02-25,JFK,LHR,IndiGo,Business,196639.98,13657.89,210297.87,22716,Leisure,132,1
BK00018479,CUST001042,2023-05-28,2023-10-11,JFK,DEL,Etihad,Business,168916.14,12936.4,181852.54,15193,Leisure,136,1
BK00018480,CUST001042,2022-05-19,2022-10-12,SIN,DEL,AirIndia,Economy,16933.74,344.18,17277.920000000002,1746,Leisure,146,1
BK00018481,CUST001042,2022-09-02,2023-01-07,DEL,JFK,AirIndia,Premium Economy,49416.62,2402.87,51819.490000000005,4852,Leisure,127,1
BK00018482,CUST001042,2022-11-14,2023-04-22,BOM,DXB,Etihad,First,312933.61,23158.18,336091.79,29938,Leisure,159,1
BK00018483,CUST001042,2023-09-29,2024-01-02,NRT,SIN,AirIndia,Premium Economy,60023.78,6540.42,66564.2,7019,Business,95,0
BK00018484,CUST001042,2023-03-11,2023-07-25,CCU,BKK,Vistara,First,271229.21,23727.4,294956.61000000004,31100,Education,136,1
BK00018485,CUST001042,2023-03-07,2023-05-21,LHR,DEL,Emirates,First,355479.32,1877.92,357357.24,30573,Medical,75,1
BK00018486,CUST001042,2023-04-28,2023-08-16,DEL,BOM,SingaporeAir,Premium Economy,40166.5,3491.57,43658.07,4625,Leisure,110,1
BK00018487,CUST001042,2023-12-26,2024-05-23,LHR,JFK,AirIndia,Business,136145.01,10086.22,146231.23,15954,Business,149,1
BK00018488,CUST001042,2023-11-17,2024-02-06,DXB,HYD,Lufthansa,Premium Economy,71597.17,6611.69,78208.86,6233,Leisure,81,1
BK00018489,CUST001042,2022-04-24,2022-06-21,JFK,DEL,AirIndia,First,465853.43,9450.31,475303.74,52544,Leisure,58,1
BK00018490,CUST001042,2023-03-21,2023-05-15,CDG,DEL,Etihad,Premium Economy,65691.84,8068.5,73760.34,7308,Business,55,1
BK00018491,CUST001042,2023-02-09,2023-07-22,DEL,BLR,IndiGo,First,282285.3,1543.66,283828.95999999996,27468,Leisure,163,1
BK00018492,CUST001042,2022-03-17,2022-05-22,BLR,DXB,Etihad,Business,173425.87,7568.52,180994.38999999998,18796,Education,66,1
BK00018493,CUST001042,2022-03-24,2022-08-23,BLR,DEL,Etihad,Business,198305.26,1938.56,200243.82,18005,Business,152,1
BK00018494,CUST001043,2022-01-01,2022-03-10,NRT,DEL,AirIndia,Economy,10805.93,535.24,11341.17,1186,Business,130,1
BK00018495,CUST001043,2024-01-17,2024-07-08,JFK,LHR,Emirates,Economy,8820.16,1321.4,10141.56,975,Leisure,173,1
BK00018496,CUST001043,2022-01-01,2022-01-13,SIN,NRT,Vistara,Economy,15140.92,1814.66,16955.58,1292,Family Visit,118,1
BK00018497,CUST001044,2024-04-19,2024-07-26,SYD,SIN,AirIndia,Economy,20146.1,1886.08,22032.18,1882,Business,98,1
BK00018498,CUST001044,2023-09-10,2023-11-11,DEL,BLR,Vistara,Economy,9006.04,130.0,9136.04,807,Business,62,1
BK00018499,CUST001044,2022-01-01,2022-01-19,HYD,DXB,AirIndia,Economy,20090.4,562.28,20652.68,2169,Business,80,1
BK00018500,CUST001044,2023-04-22,2023-09-21,BLR,DEL,SingaporeAir,Economy,32645.12,3988.58,36633.7,3513,Leisure,152,1
BK00018501,CUST001044,2023-06-20,2023-08-21,SIN,BLR,AirIndia,Economy,26932.3,3819.78,30752.079999999998,2808,Business,62,1
BK00018502,CUST001044,2023-08-18,2023-10-17,DEL,JFK,AirIndia,Economy,11037.35,1143.08,12180.43,1205,Education,60,1
BK00018503,CUST001044,2024-03-14,2024-07-21,BOM,DEL,SingaporeAir,Economy,20808.75,885.43,21694.18,2063,Leisure,129,1
BK00018504,CUST001045,2022-01-01,2022-04-12,DEL,JFK,SingaporeAir,Premium Economy,41237.52,4239.52,45477.03999999999,4179,Business,104,1
BK00018505,CUST001045,2023-09-15,2024-03-07,LHR,DEL,SingaporeAir,Economy,21393.16,2010.88,23404.04,1862,Education,174,1
BK00018506,CUST001045,2022-03-05,2022-06-07,BOM,JFK,Lufthansa,Economy,13689.46,1813.74,15503.199999999999,1114,Family Visit,94,0
BK00018507,CUST001045,2022-05-03,2022-08-05,DXB,DEL,SingaporeAir,Economy,13972.78,968.34,14941.12,1618,Leisure,94,1
BK00018508,CUST001045,2022-04-21,2022-06-02,LHR,DEL,AirIndia,Business,97519.2,7495.08,105014.28,8618,Family Visit,42,1
BK00018509,CUST001045,2023-07-05,2023-09-18,SIN,SYD,AirIndia,Business,136295.23,20328.42,156623.65000000002,15339,Business,75,1
BK00018510,CUST001045,2023-04-26,2023-07-26,DXB,BOM,Emirates,Business,117991.23,9004.96,126996.19,10715,Business,91,1
BK00018511,CUST001045,2024-06-24,2024-08-24,BLR,DXB,IndiGo,Economy,32008.43,34.36,32042.79,3574,Business,61,1
BK00018512,CUST001045,2022-12-25,2023-03-11,JFK,LHR,IndiGo,Premium Economy,41747.15,1410.75,43157.9,4220,Leisure,76,1
BK00018513,CUST001045,2024-08-07,2024-08-12,DEL,JFK,IndiGo,Business,119804.74,1771.16,121575.90000000001,10579,Family Visit,5,1
BK00018514,CUST001045,2023-10-19,2023-11-25,SIN,DEL,AirIndia,Economy,26897.2,155.49,27052.690000000002,2947,Family Visit,37,1
BK00018515,CUST001045,2022-03-25,2022-06-02,DEL,SIN,Emirates,Economy,26930.42,376.61,27307.03,2203,Family Visit,69,1
BK00018516,CUST001045,2024-01-30,2024-07-09,SIN,MAA,Vistara,Premium Economy,72074.23,1874.52,73948.75,8436,Business,161,1
BK00018517,CUST001045,2023-06-11,2023-06-16,DEL,BLR,Emirates,Economy,19538.49,38.31,19576.800000000003,1779,Business,5,1
BK00018518,CUST001045,2023-04-16,2023-09-01,DXB,BOM,Lufthansa,Premium Economy,50713.87,4830.11,55543.98,4519,Leisure,138,1
BK00018519,CUST001045,2022-04-03,2022-08-20,DXB,HYD,AirIndia,Premium Economy,65537.81,297.47,65835.28,6103,Leisure,139,1
BK00018520,CUST001045,2023-01-19,2023-03-07,DXB,LHR,SingaporeAir,Economy,8290.01,377.23,8667.24,993,Leisure,47,0
BK00018521,CUST001045,2022-04-23,2022-07-06,DEL,BOM,Emirates,Economy,17545.23,370.38,17915.61,1554,Business,74,0
BK00018522,CUST001045,2023-09-18,2023-10-23,DEL,BLR,Etihad,Economy,11277.42,1267.76,12545.18,903,Leisure,35,1
BK00018523,CUST001045,2023-01-02,2023-06-08,BOM,LHR,Lufthansa,Premium Economy,61022.19,1751.19,62773.380000000005,5304,Leisure,157,0
BK00018524,CUST001045,2024-03-06,2024-06-28,CCU,BKK,IndiGo,Business,127578.63,6557.88,134136.51,13294,Medical,114,1
BK00018525,CUST001046,2022-09-09,2022-10-31,LHR,JFK,Lufthansa,Premium Economy,69721.01,9475.83,79196.84,6907,Medical,52,0
BK00018526,CUST001046,2022-05-28,2022-09-21,SYD,SIN,Emirates,Economy,17157.41,191.09,17348.5,1540,Leisure,116,1
BK00018527,CUST001046,2024-06-09,2024-08-31,SIN,DEL,Emirates,Economy,33719.7,2151.42,35871.119999999995,3652,Family Visit,83,1
BK00018528,CUST001046,2023-12-15,2024-03-11,BOM,DXB,Etihad,Economy,13911.98,1712.74,15624.72,1544,Education,87,1
BK00018529,CUST001046,2022-07-04,2022-07-30,JFK,DEL,AirIndia,Economy,25201.9,447.0,25648.9,2872,Business,26,1
BK00018530,CUST001046,2022-01-01,2022-05-05,BOM,DXB,SingaporeAir,Economy,20045.64,391.32,20436.96,1730,Education,164,1
BK00018531,CUST001046,2023-03-05,2023-04-08,SIN,BLR,SingaporeAir,Premium Economy,47848.61,6813.19,54661.8,3949,Family Visit,34,1
BK00018532,CUST001046,2022-03-04,2022-08-22,HYD,DXB,AirIndia,Economy,33852.45,1572.64,35425.09,3424,Leisure,171,1
BK00018533,CUST001047,2024-08-07,2024-09-17,BLR,DXB,AirIndia,First,306748.1,25429.77,332177.87,27151,Business,41,1
BK00018534,CUST001047,2023-06-05,2023-06-14,CCU,BKK,Emirates,Business,162789.7,14285.54,177075.24000000002,19370,Business,9,1
BK00018535,CUST001047,2022-06-23,2022-07-11,DXB,DEL,Emirates,First,444860.19,34270.95,479131.14,47711,Business,18,1
BK00018536,CUST001047,2022-07-25,2022-07-29,DXB,LHR,Vistara,Business,195373.49,4218.08,199591.56999999998,21556,Education,4,1
BK00018537,CUST001047,2023-05-17,2023-05-31,BLR,SIN,SingaporeAir,Business,145554.86,9465.35,155020.21,13623,Education,14,0
BK00018538,CUST001047,2023-03-09,2023-06-19,DXB,LHR,AirIndia,Business,183662.69,13144.98,196807.67,19986,Leisure,102,1
BK00018539,CUST001047,2022-01-01,2022-02-24,NRT,SIN,SingaporeAir,Business,135533.88,2575.87,138109.75,15763,Leisure,147,1
BK00018540,CUST001047,2024-06-16,2024-07-17,DEL,DXB,Etihad,Premium Economy,58570.0,7765.2,66335.2,5594,Leisure,31,1
BK00018541,CUST001047,2024-04-30,2024-08-21,DEL,BLR,Etihad,Business,175529.1,8383.44,183912.54,18980,Leisure,113,1
BK00018542,CUST001047,2022-06-17,2022-11-04,SIN,NRT,SingaporeAir,Premium Economy,59963.73,5659.0,65622.73000000001,5975,Business,140,1
BK00018543,CUST001047,2024-06-13,2024-11-02,BOM,JFK,SingaporeAir,Business,179565.97,1986.3,181552.27,20620,Business,142,1
BK00018544,CUST001047,2022-11-01,2022-12-31,LHR,DEL,IndiGo,Premium Economy,39512.92,291.61,39804.53,3165,Business,60,1
BK00018545,CUST001047,2022-03-26,2022-04-10,BOM,DEL,AirIndia,Economy,29382.67,3870.07,33252.74,2645,Leisure,15,1
BK00018546,CUST001047,2024-07-05,2024-12-18,DEL,SIN,AirIndia,Business,139140.01,12531.77,151671.78,15417,Family Visit,166,1
BK00018547,CUST001047,2023-12-18,2024-04-02,DEL,SIN,Vistara,Business,118858.11,3167.14,122025.25,13756,Business,106,0
BK00018548,CUST001047,2023-06-26,2023-09-04,NRT,DEL,Vistara,Business,134860.62,5902.99,140763.61,12648,Family Visit,70,0
BK00018549,CUST001047,2024-05-07,2024-06-25,SIN,DEL,Lufthansa,First,317913.99,14569.73,332483.72,27239,Leisure,49,0
BK00018550,CUST001047,2024-09-07,2024-11-22,BLR,DEL,SingaporeAir,Premium Economy,59800.87,2892.67,62693.54,5761,Family Visit,76,1
BK00018551,CUST001047,2023-09-26,2024-03-13,DEL,BOM,IndiGo,Business,103694.15,13546.4,117240.54999999999,10001,Leisure,169,0
BK00018552,CUST001047,2022-09-13,2022-11-30,SIN,MAA,Etihad,Business,76835.57,9815.15,86650.72,6832,Business,78,1
BK00018553,CUST001047,2022-04-24,2022-10-06,DEL,BLR,Emirates,First,271695.87,21374.51,293070.38,23692,Leisure,165,1
BK00018554,CUST001047,2022-08-27,2022-11-07,DEL,LHR,SingaporeAir,First,257427.7,11957.42,269385.12,25434,Education,72,1
BK00018555,CUST001047,2022-03-24,2022-03-30,LHR,JFK,AirIndia,Economy,22813.22,979.15,23792.370000000003,2363,Leisure,6,1
BK00018556,CUST001047,2024-07-04,2024-07-26,DEL,JFK,SingaporeAir,Premium Economy,70812.72,10224.33,81037.05,7833,Medical,22,0
BK00018557,CUST001047,2024-11-10,2024-12-01,MAA,SIN,Lufthansa,First,489150.2,32863.29,522013.49,51910,Leisure,21,0
BK00018558,CUST001047,2023-09-23,2023-11-07,DEL,BLR,Lufthansa,Business,104905.43,14901.15,119806.57999999999,12246,Business,45,0
BK00018559,CUST001047,2023-11-20,2023-12-26,JFK,DEL,Lufthansa,Business,151019.51,5789.23,156808.74000000002,15447,Leisure,36,0
BK00018560,CUST001047,2022-10-01,2023-01-28,BLR,DEL,AirIndia,Business,151639.04,14197.44,165836.48,13500,Business,119,1
BK00018561,CUST001047,2022-11-27,2022-12-28,SYD,SIN,Vistara,Business,103099.09,10814.08,113913.17,8450,Business,31,1
BK00018562,CUST001047,2023-06-09,2023-10-16,SIN,MAA,Etihad,Business,193026.49,8302.96,201329.44999999998,19119,Business,129,1
BK00018563,CUST001048,2022-10-30,2023-02-15,LHR,JFK,IndiGo,Economy,25646.7,3549.57,29196.27,2559,Education,108,0
BK00018564,CUST001048,2022-11-20,2023-01-21,LHR,DXB,AirIndia,Economy,14615.49,1541.39,16156.88,1724,Business,62,1
BK00018565,CUST001048,2024-11-01,2024-12-24,JFK,DEL,Etihad,Premium Economy,37862.62,1956.11,39818.73,3681,Leisure,53,1
BK00018566,CUST001048,2023-03-01,2023-07-23,CDG,DEL,Etihad,Economy,13243.42,1886.21,15129.630000000001,1545,Leisure,144,1
BK00018567,CUST001048,2023-10-15,2024-01-24,HYD,DXB,AirIndia,Economy,19897.87,2626.47,22524.34,1625,Education,101,1
BK00018568,CUST001048,2022-07-30,2022-10-05,BOM,DEL,Vistara,Economy,33333.3,706.7,34040.0,3266,Family Visit,67,1
BK00018569,CUST001048,2022-02-22,2022-03-01,CCU,BKK,Vistara,Premium Economy,53748.35,1713.98,55462.33,5178,Leisure,7,1
BK00018570,CUST001048,2022-11-18,2023-03-30,SIN,SYD,SingaporeAir,Economy,8308.58,782.31,9090.89,783,Family Visit,132,1
BK00018571,CUST001048,2024-04-23,2024-09-15,BLR,DXB,Emirates,Economy,30560.66,2192.62,32753.28,3344,Family Visit,145,1
BK00018572,CUST001048,2022-01-01,2022-02-05,CDG,DEL,Lufthansa,Business,132515.67,3231.09,135746.76,13892,Business,122,1
BK00018573,CUST001048,2022-03-27,2022-06-15,DEL,LHR,AirIndia,Business,75632.33,1177.19,76809.52,8568,Leisure,80,1
BK00018574,CUST001048,2022-01-01,2022-01-12,DEL,JFK,SingaporeAir,Economy,34493.98,887.24,35381.22,2994,Business,28,1
BK00018575,CUST001048,2023-06-23,2023-08-08,BLR,DEL,AirIndia,Economy,17432.5,1963.53,19396.03,1686,Leisure,46,1
BK00018576,CUST001048,2022-02-06,2022-03-05,MAA,SIN,Etihad,Economy,21206.35,2988.03,24194.379999999997,2049,Medical,27,0
BK00018577,CUST001048,2022-11-28,2023-01-25,NRT,SIN,Emirates,Premium Economy,50542.27,6242.32,56784.59,5231,Leisure,58,1
BK00018578,CUST001048,2023-03-04,2023-06-01,NRT,SIN,Lufthansa,Economy,29756.96,2571.89,32328.85,3494,Business,89,1
BK00018579,CUST001048,2024-10-06,2024-11-20,CCU,BKK,SingaporeAir,Economy,24372.88,3511.2,27884.08,1993,Business,45,1
BK00018580,CUST001048,2022-05-24,2022-09-20,LHR,BOM,Vistara,Economy,24917.25,1302.92,26220.17,2851,Leisure,119,1
BK00018581,CUST001048,2024-03-23,2024-06-08,SIN,SYD,IndiGo,First,216733.56,30655.73,247389.29,20682,Family Visit,77,1
BK00018582,CUST001048,2022-01-24,2022-03-06,BLR,SIN,Lufthansa,Premium Economy,40400.35,1500.73,41901.08,3487,Business,41,1
BK00018583,CUST001048,2024-06-18,2024-09-30,BOM,DXB,Lufthansa,Business,112124.86,6424.13,118548.99,12006,Leisure,104,1
BK00018584,CUST001049,2024-09-06,2024-11-21,SYD,SIN,Vistara,Economy,22791.34,290.64,23081.98,2622,Business,76,1
BK00018585,CUST001049,2023-09-14,2023-09-24,BOM,DXB,SingaporeAir,Economy,30079.88,516.52,30596.4,3113,Leisure,10,1
BK00018586,CUST001049,2022-08-02,2022-12-06,BLR,DXB,IndiGo,Premium Economy,47480.09,1989.77,49469.85999999999,4309,Business,126,1
BK00018587,CUST001049,2022-01-01,2022-03-09,DEL,DXB,Etihad,Business,122006.33,4085.22,126091.55,13423,Education,177,1
BK00018588,CUST001049,2023-11-20,2024-01-22,LHR,DEL,SingaporeAir,Economy,22551.57,222.86,22774.43,2296,Business,63,1
BK00018589,CUST001049,2022-01-01,2022-03-08,DXB,DEL,Lufthansa,Economy,12009.64,1794.91,13804.55,1137,Medical,174,1
BK00018590,CUST001049,2024-11-09,2024-11-30,DEL,JFK,Lufthansa,Economy,12059.8,284.96,12344.759999999998,1019,Leisure,21,1
BK00018591,CUST001049,2022-03-02,2022-06-28,DEL,LHR,IndiGo,First,280963.63,26742.76,307706.39,26978,Business,118,1
BK00018592,CUST001049,2024-01-28,2024-06-10,JFK,BOM,IndiGo,Economy,19701.1,2310.29,22011.39,2231,Family Visit,134,1
BK00018593,CUST001049,2022-02-04,2022-02-20,LHR,DXB,SingaporeAir,Economy,25984.79,3058.77,29043.56,2571,Leisure,16,1
BK00018594,CUST001049,2022-08-01,2022-12-28,DXB,BOM,Etihad,Premium Economy,74567.05,8152.52,82719.57,6609,Business,149,1
BK00018595,CUST001049,2022-11-28,2023-05-22,JFK,DEL,Vistara,Business,177357.51,24498.97,201856.48,21281,Leisure,175,1
BK00018596,CUST001049,2022-01-06,2022-04-10,BLR,DXB,Vistara,Economy,21612.96,1289.74,22902.7,1832,Business,94,1
BK00018597,CUST001049,2023-01-04,2023-04-10,SIN,BLR,Etihad,Economy,17632.11,2292.77,19924.88,1449,Business,96,0
BK00018598,CUST001049,2023-07-03,2023-12-21,BLR,DXB,IndiGo,Business,154952.9,14723.86,169676.76,13026,Leisure,171,1
BK00018599,CUST001049,2023-05-09,2023-10-04,BLR,DEL,Lufthansa,Business,187268.4,12340.7,199609.1,15727,Family Visit,148,1
BK00018600,CUST001050,2022-12-02,2023-05-10,DXB,LHR,IndiGo,Business,102701.68,6680.6,109382.28,10203,Leisure,159,1
BK00018601,CUST001050,2023-06-27,2023-09-19,BLR,DXB,Etihad,Premium Economy,45683.43,5599.59,51283.020000000004,4156,Leisure,84,1
BK00018602,CUST001050,2024-07-16,2024-12-11,DEL,NRT,AirIndia,Economy,20815.76,2403.66,23219.42,1884,Business,148,1
BK00018603,CUST001050,2023-12-08,2024-04-05,BLR,DXB,AirIndia,Economy,21224.39,918.36,22142.75,1999,Leisure,119,1
BK00018604,CUST001050,2022-01-01,2022-03-30,BOM,DXB,Emirates,Economy,8835.62,596.18,9431.800000000001,830,Leisure,173,0
BK00018605,CUST001050,2023-07-21,2023-10-25,DEL,NRT,Lufthansa,Economy,10651.07,1010.39,11661.46,853,Leisure,96,1
BK00018606,CUST001050,2023-06-22,2023-08-31,SIN,MAA,AirIndia,Economy,10285.73,1155.7,11441.43,863,Education,70,1
BK00018607,CUST001050,2022-04-12,2022-08-17,JFK,BOM,Lufthansa,Business,124805.9,963.25,125769.15,12696,Leisure,127,0
BK00018608,CUST001050,2024-04-04,2024-10-01,LHR,DEL,IndiGo,Premium Economy,54875.62,4154.8,59030.420000000006,4409,Leisure,180,1
BK00018609,CUST001050,2023-07-18,2023-12-28,DEL,CDG,IndiGo,Economy,9006.97,1247.73,10254.699999999999,842,Family Visit,163,1
BK00018610,CUST001050,2024-03-21,2024-07-25,NRT,DEL,Vistara,Economy,11558.38,1523.51,13081.89,994,Leisure,126,1
BK00018611,CUST001050,2024-04-10,2024-06-29,NRT,SIN,Emirates,Economy,23961.41,1373.71,25335.12,2319,Education,80,0
BK00018612,CUST001050,2024-01-28,2024-04-22,SYD,SIN,SingaporeAir,Premium Economy,50069.8,4715.91,54785.71000000001,5587,Leisure,85,1
BK00018613,CUST001051,2022-01-01,2022-02-22,LHR,DXB,SingaporeAir,Economy,27021.5,1810.33,28831.83,2708,Family Visit,89,0
BK00018614,CUST001051,2024-06-30,2024-09-01,DXB,LHR,Lufthansa,Economy,22103.53,1766.1,23869.629999999997,2538,Leisure,63,0
BK00018615,CUST001051,2024-05-10,2024-09-16,DXB,LHR,Etihad,Premium Economy,52756.2,1422.77,54178.969999999994,6200,Leisure,129,1
BK00018616,CUST001051,2023-07-09,2023-12-31,MAA,SIN,Vistara,Economy,34154.33,821.84,34976.17,4049,Leisure,175,1
BK00018617,CUST001051,2024-06-06,2024-06-12,DXB,BOM,SingaporeAir,Economy,29493.94,1277.63,30771.57,3262,Family Visit,6,1
BK00018618,CUST001051,2023-08-24,2023-10-23,DXB,HYD,Etihad,Economy,10596.63,978.38,11575.009999999998,891,Business,60,1
BK00018619,CUST001051,2022-01-01,2022-01-26,JFK,LHR,Lufthansa,Economy,12939.14,740.02,13679.16,1487,Leisure,72,1
BK00018620,CUST001052,2022-07-03,2022-09-30,CCU,BKK,IndiGo,Economy,22555.06,1652.91,24207.97,2619,Family Visit,89,1
BK00018621,CUST001052,2024-04-26,2024-07-02,DEL,DXB,Vistara,Business,78671.69,5556.59,84228.28,7681,Business,67,0
BK00018622,CUST001052,2023-03-02,2023-07-15,DEL,CDG,IndiGo,Economy,30159.01,1965.02,32124.03,3351,Business,135,1
BK00018623,CUST001052,2023-11-19,2024-02-16,NRT,SIN,Etihad,Economy,20401.27,2709.14,23110.41,2147,Education,89,1
BK00018624,CUST001052,2023-09-24,2024-02-15,DEL,SIN,Lufthansa,Economy,12258.69,267.99,12526.68,1297,Business,144,1
