customer_id,loyalty_tier,tier_numeric,home_airport,age,gender,preferred_cabin,enrolment_date,membership_months,loyalty_points,last_flight_date,recency_days,frequency,monetary_total_inr,avg_fare_inr,avg_ancillary_inr,cabin_upgrade_ratio,route_diversity,avg_booking_lead_days,business_travel_ratio,on_time_experience_pct,avg_nps,avg_satisfaction,recommendation_rate,feedback_count,value_score,loyalty_score,engagement_score,r_score,f_score,m_score,rfm_score
CUST000835,Bronze,1,CDG,72.0,F,Economy,2021-06-12,42.7,2431,2024-12-29,3,9,751558.93,83506.55,8667.56,0.1111,8,83.3,0.3333,100.0,6.33,3.9,0.0,3,0.0588,0.163,0.507,5,2,3,10
CUST000836,Silver,2,FRA,56.0,F,Business,2021-04-27,44.2,13960,2024-10-26,67,21,1360591.57,64790.07,4685.98,0.2381,16,84.7,0.3333,90.48,6.29,3.36,0.1429,7,0.1476,0.303,0.4938,3,4,4,11
CUST000837,Platinum,4,BOM,63.0,F,First,2022-09-28,27.1,130210,2024-12-25,7,34,5721953.13,168292.74,12144.31,0.7353,22,76.3,0.2941,70.59,8.5,4.11,0.8333,12,0.3732,0.6035,0.8205,5,5,5,15
CUST000838,Platinum,4,FRA,64.0,F,Business,2022-02-09,34.7,177835,2024-12-15,17,69,17218927.4,249549.67,17062.7,0.9275,36,82.7,0.3478,76.81,7.95,4.08,1.0,20,0.9718,0.7072,0.8375,4,5,5,14
CUST000839,Silver,2,SYD,43.0,M,Economy,2020-12-05,48.9,11392,2024-06-12,203,10,434914.55,43491.46,3464.12,0.1,9,91.5,0.2,70.0,6.67,3.53,0.3333,3,0.0533,0.3241,0.5715,1,2,2,5
CUST000840,Silver,2,FRA,73.0,M,Economy,2020-02-06,58.8,23912,2024-09-25,98,15,1197316.27,79821.08,3632.9,0.2,13,85.7,0.3333,73.33,5.83,3.5,0.3333,6,0.1081,0.3926,0.5353,2,3,4,9
CUST000841,Silver,2,DXB,31.0,Other,Premium Economy,2020-10-10,50.7,16869,2024-09-22,101,17,1029383.83,60551.99,4203.98,0.1765,13,65.5,0.1765,70.59,5.25,2.77,0.0,4,0.1135,0.3408,0.3649,2,4,4,10
CUST000842,Gold,3,CCU,45.0,Other,First,2023-09-16,15.5,56055,2024-11-18,44,40,4488010.87,112200.27,6772.14,0.6,22,91.6,0.4,70.0,7.27,4.05,0.9091,11,0.3639,0.3265,0.7849,3,5,5,13
CUST000843,Silver,2,MAA,55.0,F,Economy,2022-08-26,28.2,13028,2024-12-12,20,19,1013226.81,53327.73,3045.81,0.2105,15,94.9,0.3684,68.42,7.0,3.87,0.5714,7,0.1242,0.2182,0.674,4,4,4,12
CUST000844,Gold,3,BKK,29.0,Other,Business,2022-06-17,30.5,67618,2024-12-26,6,27,2640232.56,97786.39,7685.76,0.3704,19,103.5,0.2593,81.48,6.44,3.71,0.4444,9,0.2261,0.4203,0.6058,5,5,4,14
CUST000845,Bronze,1,BLR,25.0,M,Economy,2020-10-15,50.6,4175,2024-07-09,176,3,184723.95,61574.65,3866.7,0.3333,3,61.3,0.0,100.0,,,,0,0.0052,0.2066,,1,1,1,3
CUST000846,Bronze,1,CCU,68.0,Other,Economy,2023-06-12,18.7,3552,2024-06-09,206,5,172035.25,34407.05,1606.43,0.0,5,98.4,0.4,60.0,5.0,3.3,0.0,3,0.016,0.0392,0.4012,1,1,1,3
CUST000847,Bronze,1,DEL,43.0,Other,Economy,2021-02-03,46.9,4394,2024-10-05,88,7,567612.3,81087.47,4044.04,0.2857,7,103.6,0.1429,57.14,5.0,3.1,0.0,1,0.0411,0.1875,0.3838,2,2,3,7
CUST000848,Bronze,1,HYD,66.0,M,Economy,2021-06-30,42.1,4907,2024-10-26,67,11,476589.17,43326.29,1997.15,0.0909,9,82.0,0.1818,100.0,7.0,2.25,0.5,2,0.0604,0.1632,0.5144,3,3,3,9
CUST000849,Bronze,1,CCU,31.0,Other,Economy,2021-03-01,46.1,2103,2024-11-02,60,4,156707.06,39176.76,2180.53,0.0,4,69.2,0.25,100.0,,,,0,0.0098,0.1803,,3,1,1,5
CUST000850,Bronze,1,DEL,45.0,Other,Economy,2021-01-03,47.9,378,2024-12-20,12,6,304907.05,50817.84,1970.15,0.1667,5,73.7,0.6667,66.67,6.0,3.4,1.0,1,0.0263,0.1874,0.7,5,1,2,8
CUST000851,Silver,2,NBO,51.0,F,Economy,2023-10-02,15.0,8244,2024-12-22,10,11,822596.9,74781.54,4898.23,0.3636,10,89.7,0.3636,72.73,7.5,3.83,1.0,4,0.0725,0.1429,0.7976,5,3,3,11
CUST000852,Silver,2,MAA,72.0,M,Economy,2023-04-13,20.7,24391,2024-10-05,88,19,1194573.34,62872.28,4557.85,0.1053,17,69.7,0.3158,89.47,6.11,3.43,0.2222,9,0.1306,0.1944,0.5126,2,4,4,10
CUST000853,Gold,3,JNB,34.0,F,First,2020-03-17,57.5,30456,2024-12-03,29,21,2846289.51,135537.6,8935.46,0.5238,18,103.5,0.2381,80.95,7.17,4.05,0.75,12,0.1995,0.5113,0.7412,4,4,5,13
CUST000854,Silver,2,JNB,31.0,M,Premium Economy,2020-05-15,55.6,17194,2024-10-03,90,15,818163.15,54544.21,3538.15,0.2,13,109.1,0.1333,46.67,6.6,3.22,0.4,5,0.0949,0.3668,0.5582,2,3,3,8
CUST000855,Bronze,1,BKK,38.0,F,Economy,2023-04-21,20.4,4944,2023-11-28,400,7,306453.27,43779.04,2902.15,0.1429,7,102.6,0.2857,71.43,5.5,3.3,0.25,4,0.032,0.05,0.4838,1,2,2,5
CUST000856,Bronze,1,JNB,22.0,F,Economy,2022-09-26,27.2,2732,2023-09-04,485,5,111539.81,22307.96,2159.94,0.0,5,83.0,0.4,80.0,,,,0,0.0139,0.0825,,1,1,1,3
CUST000857,Bronze,1,HYD,42.0,M,Economy,2021-01-13,47.6,2511,2024-04-26,250,7,132629.62,18947.09,1776.89,0.0,6,94.9,0.1429,71.43,4.5,2.85,0.0,2,0.0259,0.1887,0.3419,1,2,1,4
CUST000858,Gold,3,HYD,35.0,Other,Business,2022-12-27,24.2,74274,2024-12-26,6,41,4464323.64,108885.94,6861.26,0.4634,28,96.4,0.3171,80.49,7.29,3.81,0.7857,14,0.3687,0.3964,0.7339,5,5,5,15
CUST000859,Silver,2,BKK,53.0,Other,Premium Economy,2021-02-14,46.6,13488,2024-10-11,82,20,660618.38,33030.92,2432.28,0.0,18,99.2,0.5,85.0,6.44,3.42,0.2222,9,0.1176,0.3149,0.5249,2,4,3,9
CUST000860,Bronze,1,LHR,54.0,Other,Economy,2021-08-28,40.1,3032,2024-08-27,127,11,416333.11,37848.46,2131.92,0.0909,9,76.8,0.0909,63.64,5.25,3.15,0.25,4,0.0583,0.1502,0.4606,2,3,2,7
CUST000861,Platinum,4,LHR,50.0,F,Business,2023-07-07,17.9,241627,2024-12-19,13,33,6183075.18,187365.91,12956.27,0.697,25,93.2,0.3333,81.82,8.25,4.22,0.75,8,0.3836,0.7054,0.7993,5,5,5,15
CUST000862,Silver,2,BLR,58.0,M,Economy,2023-07-12,17.7,10410,2024-12-09,23,21,1663895.75,79233.13,4817.48,0.3333,18,90.7,0.2381,95.24,7.0,3.7,0.7143,7,0.1582,0.1599,0.6948,4,4,4,12
CUST000863,Platinum,4,SYD,45.0,Other,First,2020-02-28,58.1,210007,2024-12-21,11,37,7473150.49,201977.04,13223.41,0.8378,23,95.1,0.2703,83.78,7.4,4.24,0.9,10,0.4512,0.8726,0.8045,5,5,5,15
CUST000864,Bronze,1,NBO,43.0,M,First,2022-01-25,35.2,59,2024-11-07,55,10,249152.74,24915.27,1302.97,0.0,10,95.5,0.1,80.0,6.0,2.8,0.0,3,0.0469,0.1206,0.3975,3,2,2,7
CUST000865,Silver,2,BOM,61.0,Other,Business,2023-08-01,17.0,22154,2024-11-03,59,9,424159.89,47128.88,2444.89,0.2222,8,92.7,0.1111,100.0,6.25,3.38,0.0,4,0.0473,0.172,0.4582,3,2,2,7
CUST000866,Bronze,1,ORD,21.0,F,Premium Economy,2022-08-08,28.8,3057,2024-12-11,21,6,186600.15,31100.02,1996.46,0.0,6,110.8,0.3333,83.33,5.5,3.1,0.0,2,0.0221,0.0913,0.4038,4,1,1,6
CUST000867,Bronze,1,FRA,37.0,F,Economy,2022-04-17,32.5,18,2024-06-03,212,8,385657.14,48207.14,2737.56,0.125,6,100.9,0.5,62.5,7.0,3.0,1.0,1,0.0404,0.1065,0.705,1,2,2,5
CUST000868,Bronze,1,ORD,75.0,Other,Economy,2022-01-07,35.8,48,2024-10-23,70,7,243031.68,34718.81,2111.46,0.0,7,80.9,0.0,85.71,6.33,3.83,0.6667,3,0.0297,0.1238,0.6675,3,2,2,7
CUST000869,Bronze,1,DEL,43.0,F,Economy,2021-02-12,46.6,4030,2024-11-04,58,10,251677.45,25167.75,1618.94,0.0,8,76.0,0.3,100.0,6.0,3.85,0.0,2,0.0469,0.1855,0.4894,3,2,2,7
CUST000870,Bronze,1,LHR,27.0,Other,Economy,2021-08-07,40.8,3238,2024-07-16,169,8,567362.04,70920.26,3466.32,0.25,8,84.8,0.5,75.0,6.0,3.05,0.5,2,0.0467,0.1541,0.5444,1,2,3,6
CUST000871,Bronze,1,LAX,46.0,Other,Economy,2020-01-10,59.7,2897,2024-01-21,346,5,168085.43,33617.09,977.82,0.0,5,126.4,0.4,80.0,6.0,3.6,0.0,1,0.0159,0.2523,0.4675,1,1,1,3
CUST000872,Silver,2,JFK,26.0,F,First,2021-04-25,44.3,10253,2024-12-14,18,19,1189338.83,62596.78,5744.81,0.2105,17,88.4,0.2105,78.95,6.83,3.62,0.5,6,0.1304,0.2985,0.6275,4,4,4,12
CUST000873,Gold,3,ORD,49.0,Other,Business,2021-10-05,38.9,74223,2024-12-22,10,38,4851144.9,127661.71,8188.34,0.5,29,81.8,0.1842,81.58,7.25,3.77,0.6875,16,0.3653,0.4731,0.7042,5,5,5,15
CUST000874,Gold,3,HYD,26.0,M,Economy,2023-12-05,12.9,47552,2024-12-10,22,30,3858016.23,128600.54,8616.22,0.6,21,97.8,0.4333,73.33,6.71,3.73,0.7143,7,0.2855,0.3015,0.6859,4,5,5,14
CUST000875,Bronze,1,DEL,45.0,Other,Economy,2021-08-06,40.9,2371,2024-10-07,86,5,75897.24,15179.45,895.85,0.0,5,107.0,0.6,100.0,,,,0,0.0126,0.1535,,2,1,1,4
CUST000876,Gold,3,LHR,29.0,M,Premium Economy,2021-08-06,40.9,68668,2024-11-08,54,22,1964867.89,89312.18,7572.56,0.4545,18,107.0,0.3182,90.91,6.86,3.64,0.4286,7,0.1744,0.476,0.6126,3,4,4,11
CUST000877,Platinum,4,DXB,57.0,M,Economy,2023-04-06,20.9,106578,2024-12-07,25,46,10436265.94,226875.35,13769.59,0.8913,30,103.2,0.3261,82.61,8.33,3.9,0.8333,12,0.6054,0.5393,0.7953,4,5,5,14
CUST000878,Bronze,1,NBO,45.0,M,Economy,2022-04-14,32.6,417,2024-10-10,83,7,174014.89,24859.27,1088.1,0.0,7,92.9,0.1429,28.57,5.0,3.3,0.0,1,0.0273,0.1075,0.4012,2,2,1,5
CUST000879,Bronze,1,ORD,39.0,F,Economy,2022-06-29,30.1,3498,2024-10-14,79,11,325299.6,29572.69,1570.87,0.0,8,99.5,0.1818,81.82,5.67,2.93,0.0,3,0.0551,0.0986,0.3957,3,3,2,8
CUST000880,Bronze,1,BOM,33.0,F,Economy,2022-03-14,33.6,4,2024-09-10,113,8,191416.97,23927.12,2558.07,0.0,7,115.9,0.375,87.5,6.5,3.3,0.0,4,0.0336,0.1122,0.4612,2,2,1,5
CUST000881,Bronze,1,CCU,24.0,F,Economy,2023-05-18,19.5,4024,2024-09-12,111,5,164168.06,32833.61,839.99,0.0,5,99.4,0.2,100.0,6.0,3.9,0.0,1,0.0157,0.044,0.4937,2,1,1,4
CUST000882,Bronze,1,CDG,67.0,M,Economy,2021-12-01,37.0,2960,2023-08-05,515,3,95257.53,31752.51,1104.38,0.0,3,104.3,0.3333,66.67,,,,0,0.002,0.1339,,1,1,1,3
CUST000883,Bronze,1,HYD,42.0,M,Economy,2020-05-01,56.0,4930,2024-11-16,46,10,425090.71,42509.07,1765.22,0.1,9,115.6,0.7,80.0,7.0,3.1,0.3333,3,0.053,0.2358,0.5471,3,2,2,7
CUST000884,Bronze,1,NBO,22.0,Other,Economy,2023-02-21,22.3,3884,2023-12-06,392,4,94452.14,23613.03,1275.27,0.0,4,53.2,0.25,75.0,5.0,2.7,0.0,1,0.0076,0.0585,0.3488,1,1,1,3
CUST000885,Platinum,4,NRT,63.0,F,Economy,2023-05-06,19.9,263042,2024-11-02,60,50,9109815.08,182196.3,13317.96,0.72,27,84.0,0.42,88.0,7.09,4.15,0.6364,11,0.5816,0.7446,0.7183,3,5,5,13
CUST000886,Silver,2,CCU,50.0,M,Economy,2023-08-30,16.1,14491,2024-10-01,92,19,845014.72,44474.46,4156.5,0.1053,14,82.3,0.4211,89.47,6.0,3.48,0.0,6,0.1184,0.157,0.457,2,4,3,9
CUST000887,Platinum,4,SYD,61.0,Other,First,2021-11-06,37.8,208504,2024-12-14,18,39,6056441.59,155293.37,12133.08,0.7692,25,100.6,0.3846,74.36,8.22,4.54,0.8889,9,0.413,0.7647,0.8608,4,5,5,14
CUST000888,Bronze,1,CCU,35.0,M,Economy,2023-12-14,12.6,4684,2024-07-19,166,7,182926.39,26132.34,1270.28,0.0,4,119.3,0.0,85.71,,,,0,0.0276,0.0089,,1,2,1,4
CUST000889,Bronze,1,AUH,34.0,F,Economy,2022-09-30,27.1,2199,2024-05-25,221,6,450079.04,75013.17,6959.64,0.1667,6,93.3,0.3333,100.0,5.33,3.1,0.0,3,0.0313,0.0812,0.397,1,1,3,5
CUST000890,Gold,3,LHR,58.0,M,Economy,2022-10-28,26.1,67101,2024-06-14,201,21,2202136.11,104863.62,5609.61,0.5238,16,94.2,0.381,85.71,6.62,3.89,0.625,8,0.177,0.3967,0.6739,1,4,4,9
CUST000891,Bronze,1,SIN,58.0,Other,Economy,2021-09-17,39.5,4499,2024-12-11,21,8,292519.65,36564.96,2569.27,0.0,8,96.6,0.25,62.5,5.5,3.25,0.25,4,0.0371,0.1491,0.4794,4,2,2,8
CUST000892,Silver,2,AUH,70.0,F,Business,2020-12-27,48.2,10791,2024-11-27,35,21,1043268.58,49679.46,3058.94,0.1429,14,74.8,0.3333,80.95,7.0,3.61,0.2857,7,0.1366,0.3196,0.5798,4,4,4,12
CUST000893,Platinum,4,BKK,64.0,Other,Business,2021-07-10,41.8,129043,2024-12-03,29,47,10380134.97,220853.94,16494.59,0.8936,28,87.7,0.4043,91.49,8.14,4.14,0.9286,14,0.6091,0.6786,0.8325,4,5,5,14
CUST000894,Bronze,1,MAA,58.0,F,Economy,2023-06-24,18.3,3554,2024-10-06,87,8,345871.45,43233.93,3978.6,0.125,8,84.4,0.125,37.5,5.0,2.6,0.0,1,0.039,0.0371,0.34,2,2,2,6
CUST000895,Platinum,4,ORD,30.0,Other,First,2023-02-02,23.0,156306,2024-12-28,4,50,11463881.48,229277.63,18227.02,0.84,26,103.4,0.32,76.0,8.29,4.15,0.8824,17,0.6638,0.6172,0.8278,5,5,5,15
CUST000896,Bronze,1,MAA,30.0,M,Economy,2023-06-10,18.8,2009,2024-08-29,125,3,124084.02,41361.34,1653.71,0.0,3,108.0,0.3333,66.67,6.0,3.3,0.5,2,0.003,0.0377,0.5662,2,1,1,4
CUST000897,Bronze,1,BKK,24.0,F,Economy,2023-07-14,17.6,111,2024-11-22,40,5,141524.85,28304.97,1468.35,0.0,5,115.0,0.4,80.0,7.0,3.0,0.0,1,0.0149,0.0288,0.455,4,1,1,6
CUST000898,Silver,2,HYD,18.0,M,Business,2021-04-23,44.3,7784,2024-09-04,119,13,628705.27,48361.94,2678.93,0.1538,12,68.2,0.6154,100.0,7.0,3.3,0.3333,3,0.077,0.2952,0.5646,2,3,3,8
CUST000899,Bronze,1,MAA,39.0,F,Premium Economy,2023-04-24,20.3,4452,2024-10-11,82,11,730154.79,66377.71,5794.8,0.0909,11,102.4,0.2727,90.91,5.0,3.05,0.5,2,0.0693,0.0488,0.5044,2,3,3,8
CUST000900,Gold,3,SYD,36.0,M,Premium Economy,2023-11-13,13.6,25079,2024-12-14,18,26,2304729.22,88643.43,7000.42,0.5,16,88.6,0.3462,84.62,6.54,3.7,0.4615,13,0.2088,0.2749,0.6132,4,5,4,13
CUST000901,Gold,3,AUH,59.0,F,Economy,2023-05-21,19.4,57231,2024-12-29,3,29,3633308.88,125286.51,9172.67,0.5172,19,77.1,0.1379,93.1,7.44,3.76,0.5556,9,0.2721,0.3484,0.678,5,5,5,15
CUST000902,Bronze,1,CDG,22.0,Other,Economy,2023-01-02,24.0,694,2024-11-09,53,6,154514.37,25752.4,1995.33,0.0,6,71.3,0.3333,66.67,6.0,3.25,0.0,2,0.021,0.063,0.4369,3,1,1,5
CUST000903,Gold,3,MAA,61.0,F,Business,2022-06-25,30.3,47831,2024-12-26,6,27,2803728.89,103841.81,6886.56,0.4815,20,101.7,0.2593,88.89,6.57,3.71,0.4286,7,0.2318,0.3927,0.6071,5,5,4,14
CUST000904,Gold,3,MAA,68.0,M,Business,2021-07-01,42.0,34684,2024-11-29,33,27,3545588.54,131318.09,10689.31,0.5185,19,86.9,0.3704,85.19,6.2,3.9,0.6,10,0.2577,0.436,0.6517,4,5,5,14
CUST000905,Bronze,1,LHR,45.0,Other,Economy,2021-11-04,37.9,2646,2024-11-11,51,3,47876.09,15958.7,973.77,0.0,3,79.3,0.3333,100.0,,,,0,0.0004,0.1382,,3,1,1,5
CUST000906,Gold,3,NBO,62.0,F,Business,2021-11-08,37.8,67857,2024-11-21,41,29,4063243.48,140111.84,10977.83,0.5517,23,100.8,0.4138,79.31,7.36,4.05,0.8182,11,0.2871,0.4588,0.7658,3,5,5,13
CUST000907,Gold,3,NRT,49.0,Other,Business,2021-08-21,40.4,63074,2024-12-19,13,40,4256613.84,106415.35,7866.49,0.55,25,94.8,0.4,85.0,7.2,3.86,0.7333,15,0.3558,0.4659,0.7216,5,5,5,15
CUST000908,Bronze,1,AUH,62.0,M,Business,2021-05-06,43.9,1665,2024-12-28,4,9,280588.01,31176.45,2526.87,0.0,9,108.1,0.3333,88.89,6.33,3.25,0.1667,6,0.0423,0.1682,0.4918,5,2,2,9
CUST000909,Silver,2,FRA,41.0,M,Premium Economy,2022-09-29,27.1,18797,2024-11-14,48,19,1573343.27,82807.54,3044.76,0.2632,15,74.0,0.3158,78.95,7.0,3.58,0.5,4,0.1438,0.2202,0.6307,3,4,4,11
CUST000910,Silver,2,DEL,42.0,Other,Economy,2023-05-29,19.2,17179,2024-11-05,57,14,749732.34,53552.31,3651.6,0.0714,13,106.9,0.2857,85.71,6.25,2.92,0.5,4,0.0869,0.1768,0.543,3,3,3,9
CUST000911,Bronze,1,DEL,73.0,M,Premium Economy,2023-12-07,12.8,1157,2024-12-18,14,9,326904.83,36322.76,2987.5,0.1111,8,84.1,0.5556,88.89,7.0,3.44,0.2,5,0.0439,0.0052,0.5435,5,2,2,9
CUST000912,Silver,2,ORD,66.0,M,Premium Economy,2022-02-10,34.7,14814,2024-11-08,54,12,921160.51,76763.38,8850.2,0.1667,10,65.3,0.1667,83.33,6.0,2.98,0.25,4,0.0816,0.2545,0.4758,3,3,3,9
CUST000913,Bronze,1,MAA,36.0,M,Economy,2021-03-07,45.9,263,2024-09-03,120,11,307082.6,27916.6,2017.22,0.0,10,74.3,0.1818,81.82,5.33,2.87,0.0,6,0.0545,0.1768,0.3768,2,3,2,7
CUST000914,Gold,3,LHR,53.0,Other,Economy,2021-08-17,40.5,71488,2024-12-22,10,33,3652212.51,110673.11,8106.61,0.4242,23,75.3,0.1818,81.82,6.83,3.57,0.6667,6,0.2953,0.4777,0.6648,5,5,5,15
CUST000915,Bronze,1,DXB,42.0,M,Premium Economy,2020-11-12,49.6,458,2023-07-06,545,6,186487.74,31081.29,2250.34,0.0,6,74.3,0.5,66.67,6.0,2.8,0.0,1,0.0221,0.1963,0.3975,1,1,1,3
CUST000916,Silver,2,JNB,48.0,F,Economy,2021-12-02,37.0,10400,2024-12-24,8,16,1047735.34,65483.46,4853.02,0.25,16,112.6,0.3125,93.75,7.0,3.55,0.3333,6,0.1085,0.2606,0.5864,5,4,4,13
CUST000917,Silver,2,SIN,24.0,M,Economy,2023-02-02,23.0,5919,2024-11-17,45,12,932304.24,77692.02,6624.03,0.1667,11,103.5,0.0833,100.0,6.25,3.75,0.25,4,0.082,0.1815,0.5531,3,3,3,9
CUST000918,Silver,2,DXB,18.0,F,Economy,2020-10-21,50.4,12875,2024-12-23,9,16,759029.18,47439.32,3192.61,0.125,12,54.3,0.375,75.0,6.33,3.07,0.0,3,0.0985,0.3339,0.4343,5,4,3,12
CUST000919,Platinum,4,BLR,21.0,F,Premium Economy,2021-10-08,38.8,149030,2024-12-15,17,49,9470648.47,193278.54,15816.35,0.7755,28,94.2,0.2245,81.63,7.85,4.15,0.8462,13,0.5886,0.6899,0.8012,4,5,5,14
CUST000920,Bronze,1,HYD,26.0,Other,Economy,2023-02-28,22.1,4125,2024-07-22,163,11,274078.22,24916.2,2230.42,0.0,9,85.3,0.2727,81.82,6.33,3.17,0.3333,3,0.0534,0.0577,0.5264,1,3,2,6
CUST000921,Bronze,1,FRA,55.0,M,Premium Economy,2022-09-14,27.6,3793,2024-12-07,25,10,336553.09,33655.31,3103.5,0.0,9,63.3,0.1,90.0,5.33,3.03,0.3333,3,0.0499,0.086,0.4741,4,2,2,8
CUST000922,Platinum,4,CCU,67.0,Other,First,2020-05-07,55.8,234577,2024-12-07,25,45,7970905.38,177131.23,12911.41,0.7778,27,87.1,0.2889,80.0,7.62,4.17,0.9231,13,0.5137,0.8937,0.813,4,5,5,14
CUST000923,Bronze,1,CDG,68.0,M,Economy,2020-03-04,58.0,3529,2024-10-31,62,6,199157.38,33192.9,1490.97,0.0,6,49.0,0.1667,66.67,5.5,2.55,0.0,2,0.0226,0.2443,0.3556,3,1,1,5
CUST000924,Silver,2,ICN,22.0,M,Business,2022-04-08,32.8,8191,2024-12-19,13,13,811269.79,62405.37,5792.17,0.1538,11,90.5,0.0769,76.92,5.75,3.33,0.25,4,0.0834,0.2357,0.4964,5,3,3,11
CUST000925,Bronze,1,CDG,24.0,F,Economy,2020-10-08,50.8,2421,2024-11-18,44,4,130642.76,32660.69,2517.59,0.0,4,69.2,0.75,100.0,6.0,3.55,0.5,2,0.0089,0.2052,0.5881,3,1,1,5
CUST000926,Platinum,4,LHR,63.0,F,Business,2023-04-23,20.3,111817,2024-12-17,15,68,12113550.63,178140.45,13982.15,0.75,32,93.8,0.3382,80.88,7.91,4.06,0.7727,22,0.7879,0.5432,0.7773,5,5,5,15
CUST000927,Gold,3,NBO,43.0,F,Premium Economy,2020-07-01,54.0,49034,2024-11-12,50,22,2864225.68,130192.08,9223.63,0.5909,18,90.1,0.3636,77.27,7.5,3.92,0.75,4,0.2058,0.518,0.743,3,4,5,12
CUST000928,Gold,3,LHR,50.0,F,Business,2022-08-18,28.5,73564,2024-12-31,1,29,4355779.94,150199.31,13447.92,0.6207,21,95.6,0.4828,82.76,7.44,3.48,0.5556,9,0.2973,0.4179,0.6535,5,5,5,15
CUST000929,Bronze,1,FRA,72.0,M,Economy,2021-10-28,38.1,4670,2024-12-18,14,10,285931.13,28593.11,1687.84,0.0,10,84.2,0.1,70.0,4.83,3.12,0.1667,6,0.0481,0.142,0.4204,5,2,2,9
CUST000930,Gold,3,NRT,47.0,Other,Business,2023-05-25,19.3,30624,2024-11-09,53,36,4779106.23,132752.95,9416.24,0.6111,26,101.9,0.3889,77.78,7.44,3.88,0.6875,16,0.3515,0.3121,0.7215,3,5,5,13
CUST000931,Bronze,1,CDG,39.0,M,Economy,2021-05-01,44.1,4950,2024-09-04,119,6,149691.3,24948.55,1912.77,0.0,6,48.5,0.5,50.0,6.0,3.0,0.0,1,0.0208,0.1737,0.415,2,1,1,4
CUST000932,Silver,2,MAA,27.0,F,Business,2021-11-14,37.6,23618,2024-09-07,116,10,388444.3,38844.43,1500.17,0.1,10,82.2,0.2,70.0,6.0,3.24,0.0,5,0.0517,0.2815,0.436,2,2,2,6
CUST000933,Bronze,1,BOM,48.0,M,Economy,2020-06-09,54.8,187,2024-05-16,230,8,240303.19,30037.9,2275.87,0.0,8,118.4,0.5,87.5,6.0,3.15,0.5,2,0.0353,0.2231,0.5531,1,2,2,5
CUST000934,Gold,3,FRA,43.0,M,Economy,2020-03-31,57.1,59391,2024-07-12,173,21,1377185.66,65580.27,5155.66,0.3333,19,82.0,0.1429,76.19,7.12,4.03,0.5,8,0.1482,0.5481,0.6749,1,4,4,9
CUST000935,Platinum,4,CDG,75.0,F,Business,2021-08-26,40.2,166560,2024-11-26,36,64,14278150.98,223096.11,15980.53,0.8438,32,91.0,0.2969,84.38,7.67,4.14,0.8333,12,0.841,0.7208,0.7899,4,5,5,14
CUST000936,Gold,3,SIN,62.0,F,Economy,2020-08-27,52.2,25650,2024-11-23,39,25,2828798.49,113151.94,6173.67,0.52,20,89.6,0.32,64.0,7.42,3.94,0.5833,12,0.2214,0.4771,0.6999,4,4,5,13
CUST000937,Silver,2,CDG,57.0,M,Business,2023-03-05,21.9,5464,2024-06-10,205,16,764297.46,47768.59,2060.81,0.125,13,85.2,0.125,68.75,5.8,2.9,0.4,5,0.0986,0.1752,0.4982,1,4,3,8
CUST000938,Platinum,4,DEL,34.0,Other,Business,2023-06-16,18.6,226618,2024-11-28,34,49,8962010.49,182898.17,12955.48,0.7551,28,79.4,0.3061,71.43,7.73,3.98,0.7333,15,0.5708,0.6888,0.7533,4,5,5,14
CUST000939,Silver,2,CCU,62.0,Other,Business,2020-03-11,57.7,16406,2024-09-10,113,16,1006208.87,62888.05,4190.43,0.1875,11,87.6,0.125,56.25,5.83,3.25,0.3333,6,0.1071,0.3767,0.5134,2,4,4,10
CUST000940,Silver,2,FRA,19.0,F,Economy,2021-09-06,39.8,21355,2024-12-22,10,15,814956.65,54330.44,3708.07,0.2667,12,94.8,0.3333,73.33,7.0,3.83,0.5,4,0.0948,0.29,0.6526,5,3,3,11
CUST000941,Gold,3,HYD,51.0,F,Economy,2020-11-25,49.2,49452,2024-10-14,79,21,2206168.8,105055.66,8191.97,0.5238,15,103.0,0.1905,85.71,6.6,3.82,0.8,5,0.1772,0.4935,0.7107,3,4,4,11
CUST000942,Silver,2,JFK,36.0,Other,Premium Economy,2020-05-11,55.7,7871,2024-10-29,64,19,1209301.59,63647.45,3939.8,0.2632,15,97.7,0.1053,84.21,7.5,3.2,0.5,2,0.1311,0.3548,0.6175,3,4,4,11
CUST000943,Gold,3,NBO,49.0,Other,Economy,2023-10-27,14.2,57988,2024-12-25,7,26,2348511.6,90327.37,6429.49,0.5,21,94.0,0.3462,80.77,6.71,4.06,0.7143,7,0.2103,0.3223,0.7147,5,5,4,14
CUST000944,Bronze,1,NRT,32.0,F,Premium Economy,2021-05-26,43.2,1602,2024-12-26,6,6,382792.9,63798.82,4104.52,0.1667,4,110.2,0.3333,100.0,,,,0,0.029,0.1645,,5,1,2,8
CUST000945,Silver,2,AUH,18.0,F,Economy,2021-09-04,39.9,13667,2024-08-08,146,18,1992742.98,110707.94,6196.53,0.4444,17,65.6,0.4444,72.22,6.5,3.08,0.75,4,0.1528,0.2801,0.6295,2,4,4,10
CUST000946,Gold,3,MAA,18.0,M,First,2023-01-17,23.5,45805,2024-12-22,10,33,4043797.85,122539.33,9458.52,0.4848,21,84.9,0.4545,87.88,7.0,3.71,0.875,8,0.3089,0.3545,0.7359,5,5,5,15
